Mantra Number,Mantra,Chanda,Devata,Rishi,Padpath,URL,ScrapedAtUTC
318,इ꣢न्द्रं꣣ न꣡रो꣢ ने꣣म꣡धि꣢ता हवन्ते꣣ य꣡त्पार्या꣢꣯ यु꣣न꣡ज꣢ते꣣ धि꣢य꣣स्ताः꣢ । शू꣢रो꣣ नृ꣡षा꣢ता꣣ श्र꣡व꣢सश्च꣣ का꣢म꣣ आ꣡ गोम꣢꣯ति व्र꣣जे꣡ भ꣢जा꣣ त्वं꣡ नः꣢ ॥३१८॥,त्रिष्टुप्,इन्द्रः,वसिष्ठो मैत्रावरुणिः,इ꣡न्द्र꣢꣯म् । न꣡रः꣢꣯ । ने꣣म꣡धि꣢ता । ने꣣म꣢ । धि꣣ता । हवन्ते । य꣢त् । पा꣡र्याः꣢ । यु꣣न꣡ज꣢ते । धि꣡यः꣢꣯ । ताः । शू꣡रः꣢꣯ । नृ꣡षा꣢꣯ता । नृ । सा꣣ता । श्र꣡व꣢꣯सः । च । ꣣ का꣡मे꣢꣯ । आ । गो꣡म꣢꣯ति । व्र꣣जे꣢ । भ꣣ज । त्व꣢म् । नः꣣ ॥३१८॥,https://www.xn--j2b3a4c.com/samveda/318,2025-12-06T06:50:52.947335
319,व꣡यः꣢ सुप꣣र्णा꣡ उ꣢꣯प सेदु꣣रि꣡न्द्रं꣢ प्रि꣣य꣡मे꣢धा꣣ ऋ꣡ष꣢यो꣣ ना꣡ध꣢मानाः । अ꣡प꣢ ध्वा꣣न्त꣡मू꣢र्णु꣣हि꣢ पू꣣र्धि꣡ चक्षु꣢꣯र्मुमु꣣ग्ध्या꣢३꣱स्मा꣢न्नि꣣ध꣡ये꣢व ब꣣द्धा꣢न् ॥३१९॥,त्रिष्टुप्,इन्द्रः,गौरिवीतिः शाक्त्यः,व꣡यः꣢꣯ । सु꣣पर्णाः । सु꣣ । पर्णाः꣢ । उ꣡प꣢꣯ । से꣣दुः । इ꣡न्द्र꣢꣯म् । प्रि꣣य꣡मे꣢धाः । प्रि꣣य꣢ । मे꣣धाः । ऋ꣡ष꣢꣯यः । ना꣡ध꣢꣯मानाः । अ꣡प꣢꣯ । ध्वा꣣न्त꣢म् । ऊ꣣र्णुहि꣢ । पू꣣र्धि꣢ । च꣡क्षुः꣢ । मु꣣मुग्धि꣢ । अ꣣स्मा꣢न् । नि꣣ध꣡या꣢ । नि꣣ । ध꣡या꣢꣯ । इ꣣व । बद्धा꣢न् ॥३१९॥,https://www.xn--j2b3a4c.com/samveda/319,2025-12-06T06:50:55.422953
320,ना꣡के꣢ सुप꣣र्ण꣢꣯मुप꣣ य꣡त्पत꣢꣯न्तꣳ हृ꣣दा꣡ वेन꣢꣯न्तो अ꣣भ्य꣡च꣢क्षत त्वा । हि꣡र꣢ण्यपक्षं꣣ व꣡रु꣢णस्य दू꣣तं꣢ य꣣म꣢स्य꣣ यो꣡नौ꣢ शकु꣣नं꣡ भु꣢र꣣ण्यु꣢म् ॥३२०॥,त्रिष्टुप्,वेनः,वेनो भार्गवः,ना꣡के꣢꣯ । सु꣣पर्ण꣢म् । सु꣣ । पर्ण꣢म् । उ꣡प꣢꣯ । यत् । प꣡त꣢꣯न्तम् । हृ꣣दा꣢ । वे꣡न꣢꣯न्तः । अ꣣भ्य꣡च꣢क्षत । अ꣣भि । अ꣡च꣢꣯क्षत । त्वा꣣ । हि꣡र꣢꣯ण्यपक्ष꣣म् । हि꣡र꣢꣯ण्य । प꣣क्षम् । व꣡रु꣢꣯णस्य । दू꣣त꣢म् । य꣣म꣡स्य꣢ । यो꣡नौ꣢꣯ । श꣣कुन꣢म् । भु꣣रण्यु꣢म् ॥३२०॥,https://www.xn--j2b3a4c.com/samveda/320,2025-12-06T06:50:57.909936
321,ब्र꣡ह्म꣢ जज्ञा꣣नं꣡ प्र꣢थ꣣मं꣢ पु꣣र꣢स्ता꣣द्वि꣡ सी꣢म꣣तः꣢ सु꣣रु꣡चो꣢ वे꣣न꣡ आ꣢वः । स꣢ बु꣣꣬ध्न्या꣢꣯ उप꣣मा꣡ अ꣢स्य वि꣣ष्ठाः꣢ स꣣त꣢श्च꣣ यो꣢नि꣣म꣡स꣢तश्च꣣ वि꣡वः꣢ ॥३२१॥,त्रिष्टुप्,इन्द्रः,बुहस्पतिर्नकुलो वा,ब्र꣡ह्म꣢꣯ । ज꣣ज्ञान꣢म् । प्र꣢थम꣢म् । पु꣣र꣡स्ता꣢त् । वि । सी꣣मतः꣢ । सु꣣रु꣡चः꣢ । सु꣣ । रु꣡चः꣢꣯ । वे꣣नः꣢ । अ꣣वरि꣡ति꣢ । सः । बु꣣ध्न्याः꣡ । उ꣣पमाः । उ꣣प । माः꣢ । अ꣣स्य । विष्ठाः꣢ । वि꣣ । स्थाः꣢ । स꣣तः꣢ । च꣣ । यो꣡नि꣢꣯म् । अ꣡स꣢꣯तः । अ । स꣣तः । च । वि꣢ । व꣣रि꣡ति꣢ ॥३२१॥,https://www.xn--j2b3a4c.com/samveda/321,2025-12-06T06:51:00.229812
322,अ꣡पू꣢र्व्या पुरु꣣त꣡मा꣢न्यस्मै म꣣हे꣢ वी꣣रा꣡य꣢ त꣣व꣡से꣢ तु꣣रा꣡य꣢ । वि꣣रप्शि꣡ने꣢ व꣣ज्रि꣢णे꣣ श꣡न्त꣢मानि꣣ व꣡चा꣢ꣳस्यस्मै꣣ स्थ꣡वि꣢राय तक्षुः ॥३२२॥,त्रिष्टुप्,इन्द्रः,सुहोत्रो भारद्वाजः,अ꣡पू꣢꣯र्व्या । अ । पू꣣र्व्या । पुरुत꣡मा꣢नि । अ꣣स्मै । महे꣢ । वी꣣रा꣡य꣢ । त꣣व꣡से꣢ । तु꣣रा꣡य꣢ । वि꣣रप्शि꣡ने । वि꣣ । रप्शि꣡ने꣢ । व꣣ज्रि꣡णे꣣ । श꣡न्त꣢꣯मानि । व꣡चां꣢꣯ऽसि । अ꣣स्मै । स्थ꣡वि꣢꣯राय । स्थ । वि꣣राय । तक्षुः ॥३२२॥,https://www.xn--j2b3a4c.com/samveda/322,2025-12-06T06:51:02.987112
324,वृ꣣त्र꣡स्य꣢ त्वा श्व꣣स꣢था꣣दी꣡ष꣢माणा꣣ वि꣡श्वे꣢ दे꣣वा꣡ अ꣢जहु꣣र्ये꣡ सखा꣢꣯यः । म꣣रु꣡द्भि꣢रिन्द्र स꣣ख्यं꣡ ते꣢ अ꣣स्त्व꣢थे꣣मा꣢꣫ विश्वा꣣: पृ꣡त꣢ना जयासि ॥३२४॥,त्रिष्टुप्,इन्द्रः,द्युतानो मारुतः,वृ꣣त्र꣡स्य꣢ । त्वा꣣ । श्वस꣡था꣢त् । ई꣡ष꣢꣯माणाः । वि꣡श्वे꣢꣯ । दे꣣वाः꣢ । अ꣣जहुः । ये꣢ । स꣡खा꣢꣯यः । स । खा꣣यः । मरु꣡द्भिः꣢ । इ꣣न्द्र । सख्य꣢म् । स꣣ । ख्य꣢म् । ते꣣ । अस्तु । अ꣡थ꣢꣯ । इ꣣माः꣢ । वि꣡श्वाः꣢꣯ । पृ꣡त꣢꣯नाः । ज꣣यासि ॥३२४॥,https://www.xn--j2b3a4c.com/samveda/324,2025-12-06T06:51:05.330527
327,मे꣣डिं꣡ न त्वा꣢꣯ व꣣ज्रि꣡णं꣢ भृष्टि꣣म꣡न्तं꣢ पुरुध꣣स्मा꣡नं꣢ वृष꣣भ꣢ꣳ स्थि꣣र꣡प्स्नु꣢म् । क꣣रो꣢꣯ष्यर्य꣣स्त꣡रु꣢षीर्दुव꣣स्यु꣡रिन्द्र꣢꣯ द्यु꣣क्षं꣡ वृ꣢त्र꣣ह꣡णं꣢ गृणीषे ॥३२७,त्रिष्टुप्,इन्द्रः,वामदेवो गोतमः,मे꣣डि꣢म् । न । त्वा꣣ । वज्रि꣡ण꣢म् । भृ꣣ष्टिम꣡न्त꣢म् । पु꣣रुधस्मा꣡न꣢म् । पु꣣रु । धस्मा꣡न꣢म् । वृ꣣षभ꣢म् । स्थि꣣र꣡प्स्नु꣢म् । स्थि꣣र꣢ । प्स्नु꣣म् । करो꣡षि꣢ । अ꣡र्यः꣢꣯ । त꣡रु꣢꣯षीः । दु꣣वस्युः꣢ । इ꣡न्द्र꣢꣯ । द्यु꣣क्ष꣢म् । द्यु꣣ । क्ष꣢म् । वृ꣣त्रह꣡ण꣢म् । वृ꣣त्र । ह꣡न꣢꣯म् । गृ꣣णीषे ॥३२७॥,https://www.xn--j2b3a4c.com/samveda/327,2025-12-06T06:51:10.805547
330,उ꣢दु꣣ ब्र꣡ह्मा꣢ण्यैरत श्रव꣣स्ये꣡न्द्र꣢ꣳ सम꣣र्ये꣡ म꣢हया वसिष्ठ । आ꣡ यो विश्वा꣢꣯नि꣣ श्र꣡व꣢सा त꣣ता꣡नो꣢पश्रो꣣ता꣢ म꣣ ई꣡व꣢तो꣣ व꣡चा꣢ꣳसि ॥३३०॥,त्रिष्टुप्,इन्द्रः,वसिष्ठो मैत्रावरुणिः,उ꣢त् । उ꣣ । ब्र꣡ह्मा꣢꣯णि । ऐ꣣रत । श्रवस्य꣢ । इ꣡न्द्र꣢꣯म् । स꣣मर्ये꣢ । स꣣ । मर्ये꣢ । म꣣हय । वसिष्ठ । आ꣢ । यः । वि꣡श्वा꣢꣯नि । श्र꣡व꣢꣯सा । त꣣ता꣡न꣢ । उ꣣पश्रोता꣢ । उ꣣प । श्रोता꣢ । मे꣣ । ई꣡व꣢꣯तः । व꣡चां꣢꣯ऽसि ॥३३०॥,https://www.xn--j2b3a4c.com/samveda/330,2025-12-06T06:51:16.097078
331,च꣣क्रं꣡ यद꣢꣯स्या꣣प्स्वा꣡ निष꣢꣯त्तमु꣣तो꣡ तद꣢꣯स्मै꣣ म꣡ध्विच्च꣢꣯च्छद्यात् । पृ꣣थिव्या꣡मति꣢꣯षितं꣣ य꣢꣫दूधः꣣ प꣢यो꣣ गो꣡ष्वद꣢꣯धा꣣ ओ꣡ष꣢धीषु ॥३३१॥,त्रिष्टुप्,इन्द्रः,गौरिवीतिः शाक्त्यः,च꣣क्र꣢म् । यत् । अ꣣स्या । अप्सु꣢ । आ । नि꣡ष꣢꣯त्तम् । नि । स꣣त्तम्। उत । उ । तत् । अ꣣स्मै । म꣡धु꣢꣯ । इत् । च꣣च्छद्यात् । पृथिव्या꣢म् । अ꣡ति꣢꣯षितम् । अ꣡ति꣢꣯ । सि꣣तम् । य꣢त् । ऊधरि꣡ति꣢ । प꣡यः꣢꣯ । गो꣡षु꣢꣯ । अ꣡द꣢꣯धाः । ओ꣡ष꣢꣯धीषु । ओ꣡ष꣢꣯ । धी꣣षु ॥३३१॥,https://www.xn--j2b3a4c.com/samveda/331,2025-12-06T06:51:18.651513
333,त्रा꣣ता꣢र꣣मि꣡न्द्र꣢मवि꣣ता꣢र꣣मि꣢न्द्र꣣ꣳ ह꣡वे꣢हवे सु꣣ह꣢व꣣ꣳ शू꣢र꣣मि꣡न्द्र꣢म् । हु꣣वे꣢꣫ नु श꣣क्रं꣡ पु꣢रुहू꣣त꣡मिन्द्र꣢꣯मि꣣द꣢ꣳ ह꣣वि꣢र्म꣣घ꣡वा꣢ वे꣣त्वि꣡न्द्रः꣢ ॥३३३॥,त्रिष्टुप्,इन्द्रः,भरद्वाजः,त्रा꣣ता꣡र꣢म् । इ꣡न्द्र꣢꣯म् । अ꣣विता꣡र꣢म् । इ꣡न्द्र꣢꣯म् । ह꣡वे꣢꣯हवे । ह꣡वे꣢꣯ । ह꣣वे । सुह꣡व꣢म् । सु꣣ । हव꣢꣯म् । शू꣡र꣢꣯म् । इ꣡न्द्र꣢꣯म् । हु꣣वे꣢ । नु । श꣣क्र꣢म् । पु꣣रुहूत꣢म् । पु꣣रु । हूत꣢म् । इ꣡न्द्र꣢꣯म् । इ꣣द꣢म् । ह꣣विः꣢ । म꣣घ꣡वा꣢ । वे꣣तु । इ꣡न्द्रः꣢꣯ ॥३३३॥,https://www.xn--j2b3a4c.com/samveda/333,2025-12-06T06:51:21.011488
334,य꣡जा꣢मह꣣ इ꣢न्द्रं꣣ व꣡ज्र꣢दक्षिण꣣ꣳ ह꣡री꣢णाꣳ र꣣थ्यां꣢३꣱वि꣡व्र꣢तानाम् । प्र꣡ श्मश्रु꣢꣯भि꣣र्दो꣡धु꣢वदू꣣र्ध्व꣡धा꣢ भुव꣣द्वि꣡ सेना꣢꣯भि꣣र्भ꣡य꣢मानो꣣ वि꣡ राध꣢꣯सा ॥३३४॥,त्रिष्टुप्,इन्द्रः,"विमद ऐन्द्रः, वसुकृद्वा वासुक्रः",य꣡जा꣢꣯महे । इ꣡न्द्र꣢꣯म् । व꣡ज्र꣢꣯दक्षिणम् । व꣡ज्र꣢꣯ । द꣣क्षिणम् । ह꣡री꣢꣯णाम् । र꣣थ्या꣢꣯म् । वि꣡व्र꣢꣯तानाम् । वि । व्र꣣तानाम् । प्र꣢ । श्म꣡श्रु꣢꣯भिः । दो꣡धु꣢꣯वत् । ऊ꣣र्ध्व꣡धा꣢ । भु꣣वत् । वि꣢ । से꣡ना꣢꣯भिः । भ꣡य꣢꣯मानः । वि । रा꣡ध꣢꣯सा ॥३३४॥,https://www.xn--j2b3a4c.com/samveda/334,2025-12-06T06:51:22.822884
335,स꣣त्राह꣢णं꣣ दा꣡धृ꣢षिं꣣ तु꣢म्र꣣मि꣡न्द्रं꣢ म꣣हा꣡म꣢पा꣣रं꣡ वृ꣢ष꣣भ꣢ꣳ सु꣣व꣡ज्र꣢म् । ह꣢न्ता꣣ यो꣢ वृ꣣त्र꣡ꣳ सनि꣢꣯तो꣣त꣢꣫ वाजं꣣ दा꣢ता꣢ म꣣घा꣡नि꣢ म꣣घ꣡वा꣢ सु꣣रा꣡धाः꣢ ॥३३५॥,त्रिष्टुप्,इन्द्रः,वामदेवो गौतमः,स꣣त्राह꣡ण꣢म् । स꣣त्रा । ह꣡न꣢꣯म् । दा꣡धृ꣢꣯षिम् । तु꣡म्रम् । इ꣡न्द्र꣢꣯म् । म꣣हा꣢म् । अ꣣पार꣢म् । अ꣣ । पार꣢म् । वृ꣢षभम् । सु꣣व꣡ज्र꣢म् । सु꣣ । व꣡ज्र꣢꣯म् । ह꣡न्ता꣢꣯ । यः । वृ꣣त्र꣢म् । स꣡नि꣢꣯ता । उ꣣त꣢ । वा꣡ज꣢म् । दा꣡ता꣢꣯ । म꣣घा꣡नि꣢ । म꣣घ꣡वा꣢ । सु꣣रा꣡धाः꣢ । सु꣣ । रा꣡धाः꣢꣯ ॥३३५॥,https://www.xn--j2b3a4c.com/samveda/335,2025-12-06T06:51:24.809071
337,यं꣢ वृ꣣त्रे꣡षु꣢ क्षि꣣त꣢य꣣ स्प꣡र्ध꣢माना꣣ यं꣢ यु꣣क्ते꣡षु꣢ तु꣣र꣡य꣢न्तो ह꣡व꣢न्ते । य꣡ꣳ शूर꣢꣯सातौ꣣ य꣢म꣣पा꣡मुप꣢꣯ज्म꣣न्यं꣡ विप्रा꣢꣯सो वा꣣ज꣡य꣢न्ते꣣ स꣡ इन्द्रः꣢꣯ ॥३३७,त्रिष्टुप्,इन्द्रः,वामदेवो गौतमः,य꣢म् । वृ꣣त्रे꣡षु꣢ । क्षि꣣त꣡यः꣣ । स्प꣡र्ध꣢꣯मानाः । यम् । यु꣣क्ते꣡षु꣢ । तु꣣र꣡य꣢न्तः । ह꣡व꣢꣯न्ते । यम् । शू꣡र꣢꣯सातौ । शू꣡र꣢꣯ । सा꣣तौ । य꣢म् । अ꣣पा꣢म् । उ꣡प꣢꣯ज्मन् । उ꣡प꣢꣯ । ज्म꣣न् । य꣢म् । वि꣡प्रा꣢꣯सः । वि । प्रा꣣सः । वाज꣡य꣢न्ते । सः । इ꣡न्द्रः꣢꣯ ॥३३७॥,https://www.xn--j2b3a4c.com/samveda/337,2025-12-06T06:51:28.639014
338,इ꣡न्द्रा꣢पर्वता बृह꣣ता꣡ रथे꣢꣯न वा꣣मी꣢꣫रिष꣣ आ꣡ व꣢हतꣳ सु꣣वी꣡राः꣢ । वी꣣त꣢ꣳ ह꣣व्या꣡न्य꣢ध्व꣣रे꣡षु꣢ देवा꣣ व꣡र्धे꣢थां गी꣣र्भी꣡रिड꣢꣯या꣣ म꣡द꣢न्ता ॥३३८॥,त्रिष्टुप्,इन्द्रः,विश्वामित्रो गाथिनः,इ꣡न्द्रा꣢꣯पर्वता । बृ꣣हता꣢ । र꣡थे꣢꣯न । वा꣣मीः꣢ । इ꣡षः꣢ । आ । व꣣हतम् । सुवी꣡राः꣢ । सु꣣ । वी꣡राः꣢꣯ । वी꣣त꣢म् । ह꣣व्या꣡नि꣢ । अ꣣ध्वरे꣡षु꣢ । दे꣣वा । व꣡र्धे꣢꣯थाम् । गी꣣र्भिः꣢ । इ꣡ड꣢꣯या । म꣡द꣢꣯न्ता ॥३३८॥,https://www.xn--j2b3a4c.com/samveda/338,2025-12-06T06:51:30.309452
